hotel,country,adults,children,babies,market_segment,distribution_channel,lead_time,is_canceled,reserved_room_type,assigned_room_type,booking_changes,stays_in_weekend_nights,stays_in_week_nights,average_daily_rate,year,month,quarter,day
Resort Hotel,IRL,2,0.0,0,Offline TA/TO,TA/TO,45,0,D,D,0,2,3,79.5,2015,7,3,7
Resort Hotel,ESP,2,0.0,0,Direct,Direct,16,0,F,F,0,2,3,123.0,2015,7,3,7
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,107,0,A,A,0,2,5,110.7,2015,7,3,9
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,47,1,G,G,0,2,5,153.0,2015,6,2,2
Resort Hotel,ESP,2,0.0,0,Offline TA/TO,TA/TO,96,0,A,A,0,2,5,58.95,2015,7,3,9
Resort Hotel,NOR,2,0.0,0,Offline TA/TO,TA/TO,113,0,E,E,0,2,5,82.88,2015,7,3,9
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,90,0,A,B,1,2,5,82.35,2015,7,3,9
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,50,0,E,F,1,2,5,119.35,2015,7,3,9
Resort Hotel,NOR,2,0.0,0,Offline TA/TO,TA/TO,113,0,D,D,0,2,5,67.58,2015,7,3,9
Resort Hotel,IRL,2,0.0,0,Offline TA/TO,TA/TO,93,0,A,A,0,3,8,56.01,2015,7,3,13
Resort Hotel,OMN,2,0.0,0,Offline TA/TO,TA/TO,76,0,D,D,0,4,10,110.7,2015,7,3,16
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,3,0,A,C,0,0,1,88.2,2015,7,3,3
Resort Hotel,ARG,2,0.0,0,Online TA,TA/TO,1,0,H,H,0,0,1,147.0,2015,7,3,3
Resort Hotel,ESP,2,2.0,0,Direct,Direct,1,0,C,C,0,0,1,107.0,2015,7,3,3
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,0,H,H,0,0,1,147.0,2015,7,3,3
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,0,0,A,D,0,0,1,117.9,2015,7,3,3
Resort Hotel,PRT,2,0.0,0,Direct,Direct,0,0,G,G,0,0,1,123.0,2015,7,3,3
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,14,0,A,C,0,0,2,98.0,2015,7,3,4
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,10,0,G,G,0,0,2,117.81,2015,7,3,4
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,5,0,E,E,0,0,2,135.0,2015,7,3,4
Resort Hotel,ESP,2,0.0,0,Direct,Direct,17,0,F,F,0,0,3,133.0,2015,7,3,5
Resort Hotel,IRL,2,0.0,0,Offline TA/TO,TA/TO,93,0,A,C,0,0,3,58.95,2015,7,3,5
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,3,1,A,A,0,0,3,136.33,2015,6,2,29
Resort Hotel,USA,2,2.0,0,Online TA,TA/TO,10,0,G,H,0,0,2,153.0,2015,7,3,5
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,3,0,A,C,0,0,2,110.5,2015,7,3,5
Resort Hotel,POL,2,0.0,0,Online TA,TA/TO,51,0,D,D,0,0,2,97.0,2015,7,3,5
Resort Hotel,PRT,3,0.0,0,Offline TA/TO,TA/TO,71,1,A,A,0,0,2,110.3,2015,6,2,16
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,63,1,A,A,0,0,2,82.0,2015,6,2,18
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,62,1,D,D,0,0,2,97.0,2015,7,3,3
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,101,1,A,A,0,0,2,73.8,2015,6,2,12
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,2,0,A,A,0,0,2,91.5,2015,7,3,5
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,15,0,A,A,0,0,2,114.5,2015,7,3,5
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,51,1,A,A,0,0,2,110.3,2015,6,2,9
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,3,0,A,A,0,1,2,90.9,2015,7,3,6
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,48,1,E,E,0,1,2,123.0,2015,5,2,26
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,2,0,A,A,0,2,2,122.0,2015,7,3,7
Resort Hotel,DEU,2,0.0,0,Offline TA/TO,TA/TO,72,0,A,A,0,2,2,110.7,2015,7,3,7
Resort Hotel,PRT,3,0.0,0,Offline TA/TO,TA/TO,81,0,D,D,0,2,6,85.86,2015,7,3,11
Resort Hotel,FRA,2,0.0,0,Offline TA/TO,TA/TO,99,0,A,A,0,2,7,58.95,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,368,1,A,A,0,3,7,55.68,2015,5,2,19
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,364,0,A,A,0,3,7,55.68,2015,7,3,13
Resort Hotel,PRT,2,0.0,0,Direct,Direct,81,1,A,A,2,3,7,124.0,2015,6,2,9
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,99,0,E,E,0,3,7,111.15,2015,7,3,13
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,324,0,E,E,0,4,10,134.73,2015,7,3,17
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,69,0,F,F,1,4,10,92.45,2015,7,3,17
Resort Hotel,PRT,2,1.0,0,Offline TA/TO,TA/TO,79,1,A,A,0,6,15,108.73,2015,4,2,15
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,12,0,A,C,0,0,1,73.8,2015,7,3,4
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,9,0,A,C,0,0,1,98.0,2015,7,3,4
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,1,0,A,C,0,0,1,131.0,2015,7,3,4
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,21,0,E,E,0,0,1,123.0,2015,7,3,4
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,9,0,C,C,0,0,1,94.71,2015,7,3,4
Resort Hotel,BEL,2,0.0,0,Online TA,TA/TO,109,0,A,A,0,0,1,123.0,2015,7,3,4
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,109,1,A,A,0,0,2,123.0,2015,5,2,26
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,72,1,A,A,0,0,2,73.8,2015,6,2,29
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,63,1,F,F,0,2,5,117.0,2015,5,2,13
Resort Hotel,ESP,3,0.0,0,Offline TA/TO,TA/TO,63,0,E,E,0,2,5,196.54,2015,7,3,10
Resort Hotel,PRT,2,1.0,0,Online TA,TA/TO,101,0,D,D,0,2,5,99.3,2015,7,3,10
Resort Hotel,DEU,2,0.0,0,Direct,Direct,102,0,E,E,0,2,5,90.95,2015,7,3,10
Resort Hotel,ESP,2,0.0,0,Direct,Direct,4,0,A,C,0,2,1,92.67,2015,7,3,7
Resort Hotel,FRA,2,0.0,0,Offline TA/TO,TA/TO,98,0,D,D,0,2,1,71.55,2015,7,3,7
Resort Hotel,FRA,1,2.0,0,Offline TA/TO,TA/TO,92,0,F,F,0,2,4,96.49,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,95,0,A,C,0,2,4,85.8,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,102,0,E,E,0,2,5,96.3,2015,7,3,11
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,26,1,H,H,0,2,5,163.0,2015,6,2,9
Resort Hotel,PRT,3,0.0,0,Direct,Direct,73,1,D,D,0,2,5,172.0,2015,5,2,20
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,102,1,A,A,0,2,5,110.7,2015,4,2,22
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,115,0,A,A,0,2,5,58.95,2015,7,3,11
Resort Hotel,PRT,2,0.0,1,Online TA,TA/TO,102,0,A,A,0,2,5,73.8,2015,7,3,11
Resort Hotel,CHE,2,0.0,0,Online TA,TA/TO,86,0,D,D,0,2,5,97.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,1,Online TA,TA/TO,78,0,E,F,0,2,5,139.0,2015,7,3,11
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,52,0,A,A,0,2,5,67.24,2015,7,3,11
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,29,0,E,E,0,2,6,116.5,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,101,1,E,E,0,2,6,96.3,2015,5,2,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,109,0,A,A,0,2,6,123.0,2015,7,3,12
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,92,0,D,D,0,4,6,71.55,2015,7,3,14
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,92,0,D,D,0,4,6,71.55,2015,7,3,14
Resort Hotel,PRT,2,1.0,0,Direct,Direct,79,0,D,D,1,4,6,149.0,2015,7,3,14
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,2,0,H,G,1,0,1,163.0,2015,7,3,5
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,30,0,D,C,0,0,1,79.5,2015,7,3,5
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,51,1,A,A,0,0,1,105.0,2015,5,2,29
Resort Hotel,PRT,1,0.0,0,Direct,Direct,36,1,E,G,1,0,1,123.0,2015,7,3,4
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,73,1,A,A,0,0,1,73.8,2015,5,2,13
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,33,1,D,D,0,0,1,113.0,2015,6,2,16
Resort Hotel,PRT,4,0.0,0,Complementary,Direct,32,0,H,H,2,0,1,0.0,2015,7,3,5
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,8,0,E,E,0,0,1,123.0,2015,7,3,5
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,100,0,A,C,0,1,1,73.8,2015,7,3,6
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,1,0,A,A,0,1,1,114.5,2015,7,3,6
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,100,0,A,A,0,1,1,73.8,2015,7,3,6
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,100,0,A,C,0,1,1,73.8,2015,7,3,6
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,9,0,A,C,0,1,0,88.2,2015,7,3,6
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,5,1,D,D,0,1,0,97.0,2015,7,3,1
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,0,0,A,C,1,1,0,85.1,2015,7,3,6
Resort Hotel,DEU,1,0.0,0,Online TA,TA/TO,9,0,A,A,0,1,0,89.0,2015,7,3,6
Resort Hotel,PRT,1,0.0,0,Online TA,TA/TO,2,0,A,D,0,1,0,80.1,2015,7,3,6
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,2,0,A,E,0,1,0,98.0,2015,7,3,6
Resort Hotel,DEU,1,0.0,0,Online TA,TA/TO,9,0,A,A,0,1,0,101.0,2015,7,3,6
Resort Hotel,PRT,2,0.0,0,Direct,Direct,2,0,G,G,0,1,0,167.0,2015,7,3,6
Resort Hotel,PRT,3,0.0,0,Online TA,TA/TO,44,0,G,G,3,2,0,225.0,2015,7,3,7
Resort Hotel,FRA,2,0.0,0,Online TA,TA/TO,80,0,D,E,0,2,0,97.0,2015,7,3,7
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,97,0,D,D,0,2,2,87.3,2015,7,3,9
Resort Hotel,CN,2,1.0,0,Offline TA/TO,TA/TO,109,0,A,D,0,2,3,85.59,2015,7,3,10
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,30,0,E,E,0,2,3,123.0,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,64,0,E,E,0,2,3,107.0,2015,7,3,10
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,39,0,H,H,0,2,4,163.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,90,0,A,A,0,2,4,82.0,2015,7,3,11
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,34,1,H,H,0,2,4,163.0,2015,6,2,17
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,93,1,D,D,0,2,5,105.5,2015,5,2,1
Resort Hotel,PRT,2,2.0,0,Direct,Direct,97,0,C,C,1,2,5,164.2,2015,7,3,12
Resort Hotel,IRL,2,0.0,0,Online TA,TA/TO,29,0,F,F,0,2,5,97.29,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,101,1,A,A,0,2,5,114.0,2015,3,1,30
Resort Hotel,ESP,2,0.0,0,Offline TA/TO,TA/TO,27,0,E,E,0,2,5,98.4,2015,7,3,12
Resort Hotel,CHE,2,2.0,0,Online TA,TA/TO,8,0,H,H,1,4,5,175.0,2015,7,3,14
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,82,0,D,D,0,4,6,63.6,2015,7,3,15
Resort Hotel,PRT,3,0.0,0,Direct,Direct,94,0,D,C,3,4,6,124.45,2015,7,3,15
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,110,0,D,D,0,4,7,110.7,2015,7,3,16
Resort Hotel,GBR,1,0.0,0,Offline TA/TO,TA/TO,96,0,A,A,0,4,10,74.07,2015,7,3,19
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,79,0,D,D,0,4,10,134.1,2015,7,3,19
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,115,0,G,G,1,1,4,167.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,111,0,A,C,0,1,3,123.0,2015,7,3,10
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,51,0,G,G,0,1,3,117.81,2015,7,3,10
Resort Hotel,CN,3,0.0,0,Offline TA/TO,TA/TO,94,0,D,D,0,1,3,171.32,2015,7,3,10
Resort Hotel,CHE,2,2.0,0,Direct,Direct,81,0,G,G,0,1,3,210.0,2015,7,3,10
Resort Hotel,PRT,2,0.0,1,Online TA,TA/TO,84,0,D,E,1,1,3,97.0,2015,7,3,10
Resort Hotel,USA,3,0.0,0,Online TA,TA/TO,51,0,G,G,0,1,3,117.81,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,111,0,A,H,0,0,0,0.0,2015,7,3,6
Resort Hotel,PRT,1,0.0,0,Direct,Direct,0,0,E,H,0,0,0,0.0,2015,7,3,6
Resort Hotel,PRT,2,1.0,0,Direct,Direct,2,0,A,E,0,1,0,131.0,2015,7,3,7
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,7,0,A,E,0,1,1,98.0,2015,7,3,8
Resort Hotel,USA,2,0.0,0,Online TA,TA/TO,98,0,D,F,0,1,1,87.3,2015,7,3,8
Resort Hotel,GRC,2,0.0,0,Online TA,TA/TO,95,0,D,D,0,1,2,97.0,2015,7,3,9
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,48,1,E,E,0,1,3,167.0,2015,6,2,3
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,66,0,A,E,0,1,3,91.5,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,104,0,A,C,1,1,3,73.8,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,28,0,E,E,0,1,4,123.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Direct,Direct,34,0,F,F,0,1,4,175.0,2015,7,3,11
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,98,0,A,C,0,1,5,117.8,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,104,0,E,E,1,1,5,117.63,2015,7,3,12
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,68,0,G,G,0,2,5,185.0,2015,7,3,13
Resort Hotel,PRT,1,0.0,0,Offline TA/TO,TA/TO,86,1,A,A,0,2,5,71.0,2015,6,2,26
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,258,0,A,A,0,2,5,47.25,2015,7,3,13
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,111,0,A,C,0,3,5,151.0,2015,7,3,14
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,94,1,D,D,0,3,7,87.3,2015,5,2,14
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,112,0,A,A,0,3,7,120.6,2015,7,3,16
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,100,0,D,D,1,3,7,63.86,2015,7,3,16
Resort Hotel,PRT,2,0.0,0,Direct,Direct,33,0,F,F,5,3,7,157.1,2015,7,3,16
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,97,0,D,D,0,3,7,91.37,2015,7,3,16
Resort Hotel,FRA,1,0.0,0,Direct,Direct,80,0,A,A,1,3,8,73.0,2015,7,3,17
Resort Hotel,ITA,2,0.0,0,Offline TA/TO,TA/TO,90,0,D,D,0,4,10,110.7,2015,7,3,20
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,111,0,A,A,0,4,10,93.6,2015,7,3,20
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,65,0,D,D,0,2,5,83.5,2015,7,3,13
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,67,1,A,A,0,0,2,73.8,2015,5,2,7
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,55,0,A,A,0,0,3,82.0,2015,7,3,10
Resort Hotel,PRT,2,1.0,0,Direct,Direct,21,0,F,F,0,0,3,185.5,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Direct,Direct,8,0,A,A,0,0,0,0.0,2015,7,3,7
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,8,0,A,E,0,0,0,0.0,2015,7,3,7
Resort Hotel,GBR,1,0.0,0,Online TA,TA/TO,0,0,A,A,0,0,1,109.8,2015,7,3,8
Resort Hotel,PRT,3,0.0,0,Direct,Direct,0,0,C,C,0,0,1,195.0,2015,7,3,8
Resort Hotel,ESP,3,2.0,0,Online TA,TA/TO,8,0,H,H,2,0,4,193.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,66,0,D,D,0,0,4,97.0,2015,7,3,11
Resort Hotel,USA,3,0.0,0,Offline TA/TO,TA/TO,88,0,D,E,0,0,4,150.0,2015,7,3,11
Resort Hotel,NLD,2,0.0,0,Direct,Direct,0,0,A,A,2,0,4,98.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,43,1,A,A,0,0,5,91.5,2015,5,2,28
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,88,1,E,E,0,2,5,139.0,2015,4,2,13
Resort Hotel,IRL,2,0.0,0,Offline TA/TO,TA/TO,54,0,D,D,0,2,5,79.5,2015,7,3,14
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,292,1,A,A,0,2,5,47.25,2015,3,1,25
Resort Hotel,IRL,2,0.0,0,Offline TA/TO,TA/TO,112,0,D,D,0,4,10,126.65,2015,7,3,21
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,68,0,E,E,0,0,3,107.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,7,0,A,A,0,0,4,131.0,2015,7,3,12
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,1,0,A,A,0,0,4,131.0,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,113,1,A,A,0,0,4,123.0,2015,5,2,28
Resort Hotel,ESP,2,0.0,0,Online TA,TA/TO,5,0,D,D,0,0,4,146.0,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Offline TA/TO,TA/TO,83,0,A,A,0,0,4,110.7,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,105,1,A,A,0,0,4,73.8,2015,6,2,29
Resort Hotel,PRT,1,0.0,0,Offline TA/TO,TA/TO,0,0,A,A,0,0,1,61.0,2015,7,3,9
Resort Hotel,PRT,2,0.0,0,Corporate,Corporate,1,1,A,A,0,0,1,104.72,2015,7,3,8
Resort Hotel,CHE,2,0.0,0,Corporate,Corporate,1,0,A,F,0,0,2,104.72,2015,7,3,10
Resort Hotel,PRT,2,0.0,0,Direct,Direct,102,1,A,A,0,1,4,66.42,2015,5,2,28
Resort Hotel,PRT,2,0.0,0,Direct,Direct,113,0,E,E,1,2,4,77.96,2015,7,3,14
Resort Hotel,PRT,2,1.0,0,Offline TA/TO,TA/TO,280,1,D,D,0,2,5,112.0,2015,4,2,15
Resort Hotel,GBR,2,0.0,0,Online TA,TA/TO,96,0,E,F,0,2,5,107.0,2015,7,3,15
Resort Hotel,GBR,2,0.0,0,Offline TA/TO,TA/TO,394,0,D,D,0,2,5,89.68,2015,7,3,15
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,33,0,E,E,0,2,5,155.0,2015,7,3,15
Resort Hotel,IRL,3,0.0,0,Direct,Direct,82,0,A,A,0,2,6,112.0,2015,7,3,16
Resort Hotel,DNK,3,0.0,0,Online TA,TA/TO,100,0,E,E,1,2,7,130.1,2015,7,3,17
Resort Hotel,DNK,2,0.0,0,Online TA,TA/TO,100,0,E,E,0,2,7,100.1,2015,7,3,17
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,17,0,C,C,0,0,1,123.0,2015,7,3,10
Resort Hotel,ARG,3,0.0,0,Direct,Direct,68,0,A,C,0,0,2,124.0,2015,7,3,11
Resort Hotel,PRT,2,2.0,0,Direct,Direct,12,0,H,G,2,0,2,146.0,2015,7,3,11
Resort Hotel,PRT,2,0.0,0,Direct,Direct,77,1,D,D,0,0,3,97.0,2015,6,2,2
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,24,1,C,C,0,0,3,123.0,2015,6,2,16
Resort Hotel,PRT,2,2.0,0,Online TA,TA/TO,44,1,G,G,0,0,3,153.0,2015,6,2,16
Resort Hotel,PRT,2,0.0,1,Online TA,TA/TO,78,0,A,A,0,0,3,82.0,2015,7,3,12
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,17,1,A,A,0,1,3,105.08,2015,6,2,23
Resort Hotel,PRT,2,0.0,0,Online TA,TA/TO,103,1,A,A,0,1,3,65.42,2015,6,2,27
Resort Hotel,RUS,1,0.0,0,Direct,Direct,16,0,A,A,0,1,3,98.0,2015,7,3,13
Resort Hotel,SWE,2,0.0,0,Online TA,TA/TO,14,0,A,A,0,2,3,75.46,2015,7,3,14
Resort Hotel,POL,2,0.0,0,Offline TA/TO,TA/TO,77,0,A,A,0,2,3,65.5,2015,7,3,14
